Identifiant;Code;Ligne (ID);Ligne (nom court);Code du sens;Sens commercial;Type;Libellé long;Point d'arrêt de départ (ID);Point d'arrêt de départ (nom);Point d'arrêt d'arrivée (ID);Point d'arrêt d'arrivée (nom);Accessible aux PMR;Parcours;Longueur;Couleur du tracé;geo_point_2d
0010-A-1175-1390;0010-A-1175-1390;10;10;0;Aller;Principal;Rennes (Beaulieu Chimie) -> Rennes (Porte de Cleunay);1175;Beaulieu Chimie;1390;Porte de Cleunay;True;"{""coordinates"": [[-1.634049, 48.11706], [-1.634489, 48.11779], [-1.634496, 48.117952], [-1.635781, 48.120146], [-1.635835, 48.120212], [-1.635921, 48.120248], [-1.636027, 48.120267], [-1.636135, 48.120257], [-1.636263, 48.120225], [-1.636916, 48.120045], [-1.637043, 48.120032], [-1.637159, 48.120042], [-1.637269, 48.120083], [-1.637349, 48.120159], [-1.638336, 48.121833], [-1.638394, 48.122134], [-1.638454, 48.122346], [-1.63842, 48.122354], [-1.638391, 48.122368], [-1.638369, 48.122387], [-1.638357, 48.12241], [-1.638354, 48.122434], [-1.638378, 48.122478], [-1.638403, 48.122496], [-1.638434, 48.122507], [-1.638469, 48.122513], [-1.638505, 48.122511], [-1.638538, 48.122503], [-1.638567, 48.122489], [-1.638589, 48.12247], [-1.638602, 48.122448], [-1.638604, 48.122434], [-1.638765, 48.122434], [-1.638764, 48.122444], [-1.638771, 48.122468], [-1.638788, 48.122491], [-1.638813, 48.122509], [-1.638843, 48.122524], [-1.638878, 48.122532], [-1.638915, 48.122534], [-1.638952, 48.122529], [-1.638985, 48.122518], [-1.639014, 48.122502], [-1.639035, 48.122481], [-1.639047, 48.122457], [-1.639049, 48.122432], [-1.63904, 48.122408], [-1.639701, 48.122227], [-1.640486, 48.121801], [-1.648376, 48.119393], [-1.649952, 48.119053], [-1.650589, 48.118955], [-1.651098, 48.118868], [-1.651192, 48.118858], [-1.653109, 48.118482], [-1.653271, 48.118447], [-1.653398, 48.118412], [-1.653563, 48.118359], [-1.653667, 48.118319], [-1.653742, 48.118282], [-1.65382, 48.118243], [-1.653925, 48.118181], [-1.654058, 48.118092], [-1.654751, 48.117589], [-1.654865, 48.117501], [-1.654951, 48.117423], [-1.655099, 48.117269], [-1.655202, 48.117143], [-1.655292, 48.117099], [-1.656053, 48.116938], [-1.656153, 48.116922], [-1.656243, 48.1169], [-1.6583, 48.116172], [-1.658442, 48.11613], [-1.661255, 48.116174], [-1.662382, 48.116199], [-1.663511, 48.116216], [-1.665511, 48.116254], [-1.666195, 48.11627], [-1.667424, 48.119297], [-1.668957, 48.118489], [-1.669058, 48.118451], [-1.669193, 48.11841], [-1.669341, 48.118381], [-1.670147, 48.118318], [-1.672197, 48.118199], [-1.672359, 48.118183], [-1.673304, 48.117922], [-1.674031, 48.117926], [-1.6754, 48.117993], [-1.67552, 48.118007], [-1.676011, 48.118097], [-1.676136, 48.118135], [-1.676324, 48.11823], [-1.677561, 48.117378], [-1.677744, 48.117263], [-1.677953, 48.117352], [-1.680696, 48.117163], [-1.681083, 48.117162], [-1.683012, 48.117274], [-1.683103, 48.117286], [-1.68451, 48.117622], [-1.68565, 48.117888], [-1.686142, 48.117995], [-1.686713, 48.118131], [-1.687693, 48.118371], [-1.688914, 48.118663], [-1.690081, 48.117365], [-1.690513, 48.11687], [-1.691062, 48.116251], [-1.691397, 48.115881], [-1.692144, 48.115038], [-1.693033, 48.114018], [-1.693319, 48.11367], [-1.693362, 48.113534], [-1.693446, 48.112901], [-1.693423, 48.112804], [-1.693116, 48.112016], [-1.692723, 48.111025], [-1.692691, 48.110786], [-1.692711, 48.110482], [-1.692918, 48.108934], [-1.692973, 48.108566], [-1.693075, 48.10775], [-1.693218, 48.106752], [-1.693278, 48.106387], [-1.693312, 48.106293], [-1.693369, 48.105649], [-1.69344, 48.105146], [-1.693531, 48.105027], [-1.693972, 48.105042], [-1.694827, 48.10505], [-1.695928, 48.105074], [-1.697031, 48.105086], [-1.697978, 48.105107], [-1.698196, 48.105127], [-1.698264, 48.105139], [-1.700551, 48.10517], [-1.699673, 48.103739], [-1.700889, 48.103408], [-1.7062, 48.101941], [-1.706441, 48.101889], [-1.707245, 48.101777], [-1.707256, 48.101793], [-1.707275, 48.101802], [-1.707297, 48.101802], [-1.707317, 48.101795], [-1.70733, 48.101776], [-1.707326, 48.10176], [-1.707306, 48.101745], [-1.707292, 48.101742], [-1.707273, 48.101744], [-1.707258, 48.101712], [-1.70686, 48.100446], [-1.706733, 48.099995], [-1.706665, 48.099773], [-1.706501, 48.099264], [-1.70644, 48.099195], [-1.706308, 48.099119], [-1.706144, 48.099071], [-1.705678, 48.099019], [-1.704946, 48.098864], [-1.704975, 48.098784], [-1.705181, 48.09831], [-1.705444, 48.097816], [-1.705519, 48.097731], [-1.705609, 48.097647], [-1.70571, 48.097583], [-1.705827, 48.097539], [-1.705903, 48.097519], [-1.706072, 48.097506], [-1.706217, 48.097519], [-1.706352, 48.097546], [-1.706597, 48.09761], [-1.708529, 48.09807], [-1.708523, 48.09808], [-1.70852, 48.098104], [-1.708528, 48.098129], [-1.708545, 48.098151], [-1.708571, 48.098169], [-1.708604, 48.098181], [-1.70864, 48.098187], [-1.708678, 48.098185], [-1.708713, 48.098177], [-1.708743, 48.098162], [-1.708766, 48.098142], [-1.708779, 48.098119], [-1.70893, 48.098146], [-1.709089, 48.098165], [-1.709249, 48.098164], [-1.709653, 48.098111], [-1.709843, 48.098093], [-1.709996, 48.098103], [-1.710133, 48.098128], [-1.710279, 48.098164], [-1.710507, 48.09823], [-1.710614, 48.098272], [-1.710721, 48.098326], [-1.710856, 48.098419], [-1.710947, 48.098517], [-1.711012, 48.098611], [-1.711058, 48.098755], [-1.711147, 48.099396], [-1.711187, 48.099637], [-1.711315, 48.100236], [-1.711415, 48.100661], [-1.711557, 48.100863], [-1.711743, 48.101077], [-1.711909, 48.101279], [-1.711946, 48.101351], [-1.711966, 48.101434], [-1.712035, 48.102445], [-1.712027, 48.102586], [-1.711988, 48.102665], [-1.71193, 48.102735], [-1.711359, 48.103189], [-1.711918, 48.103576], [-1.711898, 48.103584], [-1.711859, 48.103608], [-1.711828, 48.103637], [-1.711806, 48.103669], [-1.711794, 48.103703], [-1.711792, 48.103738], [-1.711801, 48.103773], [-1.711819, 48.103806], [-1.711846, 48.103836], [-1.711882, 48.103862], [-1.711925, 48.103882], [-1.711973, 48.103897], [-1.712024, 48.103905], [-1.712076, 48.103906], [-1.712128, 48.103901], [-1.712186, 48.103945], [-1.71229, 48.104057], [-1.712363, 48.104111], [-1.712421, 48.104129], [-1.712476, 48.104129], [-1.712786, 48.104097], [-1.712976, 48.10409], [-1.713395, 48.10409]], ""type"": ""LineString""}";9837.3;#ef859d;48.11238991785914, -1.678649048335592
0010-B-1390-1312;0010-B-1390-1312;10;10;1;Retour;Principal;Rennes (Porte de Cleunay) -> Rennes (Beaulieu Chimie);1390;Porte de Cleunay;1312;Beaulieu Chimie;True;"{""coordinates"": [[-1.713395, 48.10409], [-1.713857, 48.104087], [-1.71395, 48.10408], [-1.713959, 48.104087], [-1.713993, 48.104102], [-1.714031, 48.104111], [-1.714071, 48.104113], [-1.71411, 48.104108], [-1.714147, 48.104096], [-1.714177, 48.104078], [-1.7142, 48.104056], [-1.714213, 48.10403], [-1.714215, 48.104003], [-1.714208, 48.103977], [-1.71419, 48.103953], [-1.714164, 48.103932], [-1.71413, 48.103917], [-1.714092, 48.103908], [-1.714052, 48.103907], [-1.714012, 48.103912], [-1.713976, 48.103924], [-1.713946, 48.103941], [-1.713923, 48.103964], [-1.713916, 48.103978], [-1.713887, 48.103987], [-1.713814, 48.10399], [-1.713395, 48.103992], [-1.712992, 48.10399], [-1.712822, 48.103994], [-1.712729, 48.103986], [-1.712642, 48.103964], [-1.712493, 48.103898], [-1.712306, 48.103797], [-1.712326, 48.103751], [-1.712328, 48.103716], [-1.712319, 48.103681], [-1.712301, 48.103648], [-1.712273, 48.103618], [-1.712238, 48.103593], [-1.712195, 48.103572], [-1.712167, 48.103563], [-1.712147, 48.103557], [-1.712096, 48.103549], [-1.712044, 48.103548], [-1.711992, 48.103553], [-1.711942, 48.103566], [-1.711918, 48.103576], [-1.711359, 48.103189], [-1.71193, 48.102735], [-1.711988, 48.102665], [-1.712027, 48.102586], [-1.712035, 48.102445], [-1.711966, 48.101434], [-1.711946, 48.10135], [-1.711909, 48.101279], [-1.71173, 48.101061], [-1.711557, 48.100863], [-1.711415, 48.100661], [-1.711315, 48.100236], [-1.711187, 48.099637], [-1.711147, 48.099396], [-1.711058, 48.098755], [-1.711012, 48.098611], [-1.710947, 48.098517], [-1.710856, 48.098419], [-1.710721, 48.098326], [-1.710614, 48.098272], [-1.710507, 48.09823], [-1.710279, 48.098164], [-1.710133, 48.098128], [-1.709996, 48.098103], [-1.709843, 48.098093], [-1.709653, 48.098111], [-1.709249, 48.098164], [-1.709089, 48.098165], [-1.70893, 48.098146], [-1.708779, 48.098119], [-1.708782, 48.098094], [-1.708774, 48.098069], [-1.708757, 48.098047], [-1.708731, 48.098029], [-1.708698, 48.098017], [-1.708662, 48.098012], [-1.708625, 48.098013], [-1.708589, 48.098022], [-1.708559, 48.098036], [-1.708537, 48.098056], [-1.708529, 48.09807], [-1.706597, 48.09761], [-1.706352, 48.097546], [-1.706217, 48.097519], [-1.706072, 48.097506], [-1.705903, 48.097519], [-1.705827, 48.097539], [-1.70571, 48.097583], [-1.705609, 48.097647], [-1.705519, 48.097731], [-1.705444, 48.097816], [-1.70518, 48.098313], [-1.704975, 48.098784], [-1.704946, 48.098864], [-1.705678, 48.099019], [-1.706144, 48.099071], [-1.706308, 48.099119], [-1.70644, 48.099195], [-1.706501, 48.099264], [-1.706665, 48.099773], [-1.706733, 48.099995], [-1.70686, 48.100446], [-1.707258, 48.101712], [-1.707273, 48.101744], [-1.707257, 48.10175], [-1.707248, 48.101759], [-1.707245, 48.101777], [-1.706441, 48.101889], [-1.7062, 48.101941], [-1.700889, 48.103408], [-1.699673, 48.103739], [-1.700551, 48.10517], [-1.698264, 48.105139], [-1.698196, 48.105127], [-1.697978, 48.105107], [-1.697031, 48.105086], [-1.695928, 48.105074], [-1.694827, 48.10505], [-1.693972, 48.105042], [-1.693531, 48.105027], [-1.69344, 48.105146], [-1.693369, 48.105649], [-1.693312, 48.106293], [-1.693278, 48.106387], [-1.693218, 48.106752], [-1.693075, 48.10775], [-1.692973, 48.108566], [-1.692918, 48.108934], [-1.692711, 48.110482], [-1.692691, 48.110786], [-1.692723, 48.111025], [-1.693116, 48.112016], [-1.693423, 48.112804], [-1.693446, 48.112901], [-1.693362, 48.113534], [-1.693319, 48.11367], [-1.693033, 48.114018], [-1.692144, 48.115038], [-1.691397, 48.115882], [-1.691063, 48.116251], [-1.690513, 48.11687], [-1.690081, 48.117365], [-1.688914, 48.118663], [-1.687693, 48.118371], [-1.686713, 48.118131], [-1.686142, 48.117995], [-1.68565, 48.117888], [-1.68451, 48.117622], [-1.683103, 48.117286], [-1.683012, 48.117274], [-1.681083, 48.117162], [-1.680696, 48.117163], [-1.677953, 48.117352], [-1.677744, 48.117263], [-1.677533, 48.117231], [-1.675635, 48.117028], [-1.675458, 48.116987], [-1.674332, 48.116554], [-1.674136, 48.11645], [-1.673924, 48.116413], [-1.668382, 48.116308], [-1.666194, 48.11627], [-1.665511, 48.116254], [-1.663511, 48.116216], [-1.662382, 48.116199], [-1.661255, 48.116174], [-1.658442, 48.11613], [-1.6583, 48.116172], [-1.656243, 48.1169], [-1.656153, 48.116922], [-1.656053, 48.116938], [-1.655292, 48.117099], [-1.655202, 48.117143], [-1.655099, 48.117269], [-1.654951, 48.117423], [-1.654865, 48.117501], [-1.654751, 48.117589], [-1.654058, 48.118092], [-1.653925, 48.118181], [-1.65382, 48.118243], [-1.653742, 48.118282], [-1.653667, 48.118319], [-1.653563, 48.118359], [-1.653398, 48.118412], [-1.653271, 48.118447], [-1.653109, 48.118482], [-1.651192, 48.118858], [-1.651098, 48.118868], [-1.650589, 48.118955], [-1.649952, 48.119053], [-1.648376, 48.119393], [-1.640486, 48.121801], [-1.639701, 48.122227], [-1.63904, 48.122408], [-1.639026, 48.122385], [-1.639002, 48.122367], [-1.638971, 48.122353], [-1.638935, 48.122344], [-1.638898, 48.122343], [-1.638862, 48.122347], [-1.638828, 48.122358], [-1.6388, 48.122375], [-1.638779, 48.122395], [-1.638767, 48.122419], [-1.638765, 48.122434], [-1.638604, 48.122434], [-1.638605, 48.122424], [-1.638598, 48.1224], [-1.638581, 48.122379], [-1.638556, 48.122362], [-1.638525, 48.12235], [-1.63849, 48.122345], [-1.638454, 48.122346], [-1.638394, 48.122134], [-1.638336, 48.121833], [-1.637349, 48.120159], [-1.637269, 48.120083], [-1.637159, 48.120042], [-1.637043, 48.120032], [-1.636916, 48.120045], [-1.636263, 48.120225], [-1.636135, 48.120257], [-1.636027, 48.120267], [-1.635921, 48.120248], [-1.635835, 48.120212], [-1.635781, 48.120146], [-1.634496, 48.117952], [-1.634489, 48.11779], [-1.633786, 48.116623]], ""type"": ""LineString""}";9624.7;#ef859d;48.11199397214659, -1.6792367210989314
0011-A-1746-3751;0011-A-1746-3751;11;11;0;Aller;Principal;Rennes (La Poterie) -> Vezin-le-Coquet (ZI Ouest);1746;La Poterie;3751;ZI Ouest;True;"{""coordinates"": [[-1.642557, 48.087368], [-1.642594, 48.087409], [-1.64263, 48.087437], [-1.642666, 48.08746], [-1.641287, 48.088051], [-1.641137, 48.088106], [-1.640761, 48.088265], [-1.640457, 48.088008], [-1.640288, 48.087903], [-1.640197, 48.087859], [-1.6401, 48.08782], [-1.639987, 48.087783], [-1.639867, 48.087751], [-1.639732, 48.087723], [-1.639618, 48.087706], [-1.639496, 48.087698], [-1.639395, 48.087696], [-1.639204, 48.087701], [-1.639095, 48.087713], [-1.638917, 48.087741], [-1.63883, 48.087761], [-1.638656, 48.087815], [-1.638566, 48.087852], [-1.638288, 48.087989], [-1.636461, 48.088944], [-1.636172, 48.089075], [-1.635928, 48.089201], [-1.635897, 48.089187], [-1.635862, 48.089179], [-1.635824, 48.089177], [-1.635787, 48.089182], [-1.635754, 48.089193], [-1.635725, 48.089209], [-1.635704, 48.08923], [-1.635692, 48.089254], [-1.635689, 48.089279], [-1.635696, 48.089304], [-1.635707, 48.089318], [-1.635101, 48.089633], [-1.634825, 48.089824], [-1.634703, 48.08993], [-1.634557, 48.090088], [-1.63445, 48.090268], [-1.634419, 48.09034], [-1.634388, 48.090427], [-1.634369, 48.090502], [-1.634357, 48.090596], [-1.634358, 48.090753], [-1.634375, 48.090869], [-1.634399, 48.090964], [-1.634429, 48.091045], [-1.634504, 48.091182], [-1.634596, 48.091302], [-1.634691, 48.09141], [-1.63484, 48.09152], [-1.634897, 48.091593], [-1.635111, 48.091721], [-1.635238, 48.091782], [-1.635365, 48.091833], [-1.635536, 48.091892], [-1.635683, 48.09192], [-1.635992, 48.091991], [-1.63616, 48.092007], [-1.637447, 48.092094], [-1.637504, 48.092086], [-1.637662, 48.092111], [-1.638326, 48.092151], [-1.638512, 48.092172], [-1.638713, 48.09221], [-1.638851, 48.092247], [-1.638991, 48.09229], [-1.639039, 48.092308], [-1.639187, 48.092391], [-1.639192, 48.092418], [-1.639208, 48.092438], [-1.639231, 48.092454], [-1.63926, 48.092465], [-1.639292, 48.09247], [-1.639325, 48.092468], [-1.639375, 48.092509], [-1.639447, 48.092559], [-1.639506, 48.092621], [-1.639878, 48.092878], [-1.639871, 48.092896], [-1.639869, 48.092923], [-1.639876, 48.092951], [-1.639892, 48.092976], [-1.639916, 48.092999], [-1.63973, 48.093138], [-1.639563, 48.093268], [-1.638512, 48.093976], [-1.63831, 48.094139], [-1.638222, 48.094226], [-1.638083, 48.094387], [-1.638021, 48.094475], [-1.637903, 48.094786], [-1.637757, 48.095149], [-1.637697, 48.095212], [-1.637247, 48.09611], [-1.636964, 48.096407], [-1.636909, 48.096389], [-1.636872, 48.096384], [-1.636834, 48.096386], [-1.636798, 48.096393], [-1.636765, 48.096407], [-1.636738, 48.096425], [-1.636719, 48.096446], [-1.636707, 48.096471], [-1.636705, 48.096496], [-1.636708, 48.096522], [-1.636372, 48.096643], [-1.636204, 48.096694], [-1.635949, 48.09675], [-1.635766, 48.096779], [-1.635567, 48.096789], [-1.635418, 48.096783], [-1.635412, 48.096763], [-1.635397, 48.096744], [-1.635375, 48.096729], [-1.635348, 48.096719], [-1.635318, 48.096715], [-1.635287, 48.096716], [-1.635258, 48.096723], [-1.635233, 48.096735], [-1.635214, 48.096752], [-1.635203, 48.096771], [-1.6352, 48.096792], [-1.635206, 48.096812], [-1.635183, 48.096809], [-1.633522, 48.096888], [-1.630141, 48.097052], [-1.630134, 48.097026], [-1.630116, 48.097002], [-1.63009, 48.096981], [-1.630057, 48.096966], [-1.63002, 48.096958], [-1.62998, 48.096956], [-1.629941, 48.096961], [-1.629905, 48.096973], [-1.629875, 48.09699], [-1.629853, 48.097012], [-1.62984, 48.097037], [-1.629837, 48.097064], [-1.625956, 48.097254], [-1.625527, 48.097292], [-1.625125, 48.097363], [-1.624631, 48.097457], [-1.623827, 48.097733], [-1.623807, 48.097715], [-1.623783, 48.097699], [-1.623755, 48.097687], [-1.623724, 48.097677], [-1.623692, 48.097672], [-1.623634, 48.097671], [-1.623606, 48.097675], [-1.623553, 48.097691], [-1.62353, 48.097703], [-1.623495, 48.097732], [-1.623472, 48.097768], [-1.623467, 48.097788], [-1.62347, 48.097825], [-1.623477, 48.097843], [-1.623502, 48.097875], [-1.622499, 48.098416], [-1.622108, 48.098657], [-1.622002, 48.098758], [-1.621945, 48.098741], [-1.621915, 48.098736], [-1.621879, 48.098734], [-1.621843, 48.098735], [-1.621808, 48.09874], [-1.621774, 48.098749], [-1.621743, 48.09876], [-1.621714, 48.098775], [-1.621672, 48.098808], [-1.621654, 48.098831], [-1.621642, 48.098855], [-1.621636, 48.098879], [-1.621635, 48.098905], [-1.621645, 48.098942], [-1.621622, 48.098951], [-1.621414, 48.099011], [-1.620734, 48.099405], [-1.620852, 48.099466], [-1.621006, 48.099581], [-1.621198, 48.099704], [-1.621399, 48.099786], [-1.621781, 48.09987], [-1.621986, 48.099894], [-1.622094, 48.099899], [-1.622262, 48.099892], [-1.622499, 48.099871], [-1.622821, 48.099797], [-1.62303, 48.099753], [-1.623247, 48.099724], [-1.623516, 48.099734], [-1.623754, 48.099779], [-1.623893, 48.099823], [-1.624124, 48.099952], [-1.624291, 48.100086], [-1.62437, 48.100258], [-1.624407, 48.100431], [-1.624402, 48.10062], [-1.624353, 48.100779], [-1.623539, 48.101575], [-1.622687, 48.102372], [-1.62209, 48.102947], [-1.621746, 48.103319], [-1.621435, 48.103711], [-1.621274, 48.103977], [-1.621147, 48.104347], [-1.621061, 48.104703], [-1.621018, 48.104939], [-1.621033, 48.105318], [-1.62107, 48.105615], [-1.621214, 48.106141], [-1.62143, 48.106869], [-1.621404, 48.106876], [-1.621382, 48.106887], [-1.621365, 48.106902], [-1.621356, 48.106919], [-1.621353, 48.106938], [-1.621357, 48.106953], [-1.62137, 48.106971], [-1.621391, 48.106987], [-1.621415, 48.106996], [-1.621442, 48.107001], [-1.621483, 48.106998], [-1.621508, 48.10699], [-1.621538, 48.10697], [-1.621549, 48.106953], [-1.621553, 48.106929], [-1.62203, 48.106818], [-1.622762, 48.106614], [-1.623457, 48.106448], [-1.624539, 48.106272], [-1.626236, 48.106004], [-1.628315, 48.105662], [-1.628696, 48.105573], [-1.629039, 48.105452], [-1.629305, 48.10533], [-1.630887, 48.104415], [-1.631383, 48.104123], [-1.631588, 48.103998], [-1.631707, 48.103926], [-1.631854, 48.103781], [-1.632131, 48.103863], [-1.632299, 48.103856], [-1.632634, 48.10383], [-1.632944, 48.103798], [-1.633256, 48.103803], [-1.633679, 48.103862], [-1.633971, 48.103907], [-1.634418, 48.103961], [-1.634602, 48.103965], [-1.636244, 48.103975], [-1.638337, 48.10412], [-1.639075, 48.104176], [-1.639369, 48.104204], [-1.639671, 48.104266], [-1.639985, 48.104358], [-1.641683, 48.104957], [-1.641901, 48.10502], [-1.642032, 48.105034], [-1.642133, 48.105028], [-1.642691, 48.104931], [-1.642851, 48.104908], [-1.643137, 48.104903], [-1.644209, 48.104942], [-1.646006, 48.105045], [-1.646334, 48.105043], [-1.64671, 48.105022], [-1.646896, 48.105006], [-1.647113, 48.104981], [-1.647381, 48.104946], [-1.648203, 48.104826], [-1.648431, 48.104782], [-1.648653, 48.104718], [-1.648896, 48.104623], [-1.649155, 48.104492], [-1.649836, 48.104173], [-1.64989, 48.104134], [-1.649924, 48.104152], [-1.649964, 48.104163], [-1.650006, 48.104169], [-1.65005, 48.104167], [-1.650091, 48.104158], [-1.650128, 48.104143], [-1.650159, 48.104123], [-1.650182, 48.104098], [-1.650194, 48.10407], [-1.650197, 48.104041], [-1.650189, 48.104012], [-1.650171, 48.103986], [-1.650155, 48.103972], [-1.650181, 48.103958], [-1.650266, 48.103923], [-1.656082, 48.101935], [-1.656148, 48.101897], [-1.656145, 48.101811], [-1.657487, 48.102058], [-1.657577, 48.102067], [-1.657696, 48.102071], [-1.657763, 48.102068], [-1.65785, 48.102058], [-1.658865, 48.101798], [-1.659103, 48.101753], [-1.659207, 48.101742], [-1.659327, 48.101739], [-1.659468, 48.101755], [-1.659616, 48.101784], [-1.659745, 48.101824], [-1.659871, 48.101873], [-1.660157, 48.102003], [-1.660884, 48.102469], [-1.662718, 48.103562], [-1.662752, 48.103652], [-1.664443, 48.104703], [-1.664644, 48.104718], [-1.664778, 48.104715], [-1.665128, 48.104719], [-1.665763, 48.104745], [-1.665988, 48.104762], [-1.666144, 48.104824], [-1.668619, 48.104508], [-1.671492, 48.104156], [-1.671587, 48.104105], [-1.672395, 48.10428], [-1.672528, 48.104265], [-1.672571, 48.10438], [-1.67266, 48.104696], [-1.672924, 48.105769], [-1.673268, 48.107027], [-1.673401, 48.107486], [-1.673354, 48.107547], [-1.673407, 48.107737], [-1.673473, 48.107904], [-1.673739, 48.108867], [-1.673987, 48.109785], [-1.673949, 48.109876], [-1.675489, 48.109871], [-1.676378, 48.109864], [-1.684233, 48.109837], [-1.684586, 48.109752], [-1.684778, 48.109776], [-1.68561, 48.110098], [-1.685787, 48.110107], [-1.686041, 48.110104], [-1.686195, 48.110077], [-1.686577, 48.10999], [-1.687529, 48.10978], [-1.69095, 48.109016], [-1.694047, 48.10833], [-1.694813, 48.108169], [-1.694979, 48.108145], [-1.695115, 48.108146], [-1.695658, 48.108262], [-1.695893, 48.10832], [-1.695994, 48.108384], [-1.696442, 48.108602], [-1.696685, 48.108739], [-1.697281, 48.109092], [-1.697402, 48.109151], [-1.697483, 48.109175], [-1.697479, 48.109202], [-1.697483, 48.109218], [-1.69749, 48.109233], [-1.697517, 48.10926], [-1.697555, 48.109279], [-1.6976, 48.109288], [-1.697624, 48.109288], [-1.697648, 48.109286], [-1.697691, 48.109273], [-1.697725, 48.109251], [-1.697738, 48.109238], [-1.697751, 48.109207], [-1.697752, 48.109191], [-1.697749, 48.109175], [-1.697735, 48.109153], [-1.697909, 48.109056], [-1.698056, 48.108996], [-1.698361, 48.108887], [-1.699858, 48.108339], [-1.70065, 48.108054], [-1.701291, 48.107872], [-1.701661, 48.10779], [-1.701707, 48.107781], [-1.701872, 48.107767], [-1.702108, 48.107756], [-1.702268, 48.107768], [-1.702518, 48.107815], [-1.702929, 48.107934], [-1.704347, 48.108415], [-1.705964, 48.10897], [-1.707265, 48.109396], [-1.707596, 48.109459], [-1.707765, 48.109454], [-1.70938, 48.109115], [-1.710229, 48.108942], [-1.710555, 48.108857], [-1.71185, 48.108576], [-1.712806, 48.108344], [-1.715307, 48.107756], [-1.715934, 48.10763], [-1.716444, 48.107525], [-1.718714, 48.107285], [-1.7193, 48.107268], [-1.722335, 48.107201], [-1.722757, 48.107188], [-1.723894, 48.107138], [-1.727577, 48.107018], [-1.728193, 48.106982], [-1.728729, 48.10693], [-1.728838, 48.10686], [-1.729508, 48.106772], [-1.729562, 48.10669], [-1.728422, 48.103936], [-1.727611, 48.101958], [-1.732422, 48.101066], [-1.732585, 48.101045], [-1.732721, 48.101038], [-1.732849, 48.101036], [-1.732982, 48.101041], [-1.7331, 48.101055], [-1.733232, 48.101074], [-1.733481, 48.101135], [-1.733826, 48.101267], [-1.734099, 48.10138], [-1.734317, 48.101484], [-1.734456, 48.101571], [-1.734583, 48.101663], [-1.734689, 48.101752], [-1.73483, 48.101894], [-1.734923, 48.102016], [-1.734987, 48.102128], [-1.735296, 48.102765], [-1.735464, 48.103122], [-1.73631, 48.104857], [-1.736352, 48.104975], [-1.736975, 48.104911], [-1.737483, 48.104876], [-1.737984, 48.10487], [-1.738833, 48.104919], [-1.739241, 48.104952], [-1.73945, 48.10498], [-1.739596, 48.105026], [-1.739844, 48.105135], [-1.739949, 48.105233], [-1.740104, 48.105397], [-1.74016, 48.105518], [-1.740131, 48.105725], [-1.740004, 48.106042], [-1.739736, 48.106689], [-1.739637, 48.106876], [-1.739266, 48.10724], [-1.738695, 48.107392], [-1.738786, 48.107512], [-1.738992, 48.10759], [-1.739152, 48.107385]], ""type"": ""LineString""}";15662.1;#004f9e;48.10334172755528, -1.6706049878243734
0011-B-1230-1242;0011-B-1230-1242;11;11;1;Retour;Secondaire;Rennes (Jardin Moderne) -> Rennes (République);1230;Jardin Moderne;1242;République;True;"{""coordinates"": [[-1.726123, 48.102234], [-1.723783, 48.102669], [-1.723479, 48.102743], [-1.723266, 48.102827], [-1.723584, 48.10444], [-1.723868, 48.107012], [-1.72287, 48.107042], [-1.722095, 48.107069], [-1.720633, 48.107109], [-1.718961, 48.107165], [-1.717702, 48.107271], [-1.716331, 48.107424], [-1.716014, 48.107469], [-1.715261, 48.107629], [-1.712745, 48.108258], [-1.711555, 48.10855], [-1.710184, 48.108845], [-1.708321, 48.109235], [-1.707714, 48.109371], [-1.707596, 48.109459], [-1.707266, 48.109395], [-1.705965, 48.10897], [-1.704347, 48.108415], [-1.702929, 48.107934], [-1.702518, 48.107815], [-1.702268, 48.107768], [-1.702108, 48.107756], [-1.701872, 48.107767], [-1.701707, 48.107781], [-1.701661, 48.10779], [-1.701291, 48.107872], [-1.70065, 48.108054], [-1.699102, 48.108614], [-1.698361, 48.108887], [-1.698054, 48.108982], [-1.69789, 48.10903], [-1.697709, 48.109054], [-1.697316, 48.109089], [-1.696443, 48.108603], [-1.695994, 48.108384], [-1.695893, 48.10832], [-1.695658, 48.108262], [-1.695115, 48.108146], [-1.694979, 48.108145], [-1.694813, 48.108169], [-1.694047, 48.10833], [-1.692973, 48.108566], [-1.686962, 48.109907], [-1.686201, 48.110088], [-1.685638, 48.110093], [-1.684734, 48.109773], [-1.684586, 48.109752], [-1.684233, 48.109837], [-1.679537, 48.109854]], ""type"": ""LineString""}";4190.2;#ef859d;48.10795426536147, -1.704706925483253
